0.0000,-168.4321,-168.9479,166.9425,167.4626
0.0100,-162.3775,-162.9836,161.4884,162.0977
0.0200,-162.3873,-162.9425,161.5395,162.0974
0.0300,-162.4015,-162.9096,161.5935,162.1040
0.0400,-162.4199,-162.8843,161.6503,162.1168
0.0500,-162.4421,-162.8659,161.7095,162.1351
0.0600,-162.4676,-162.8539,161.7706,162.1586
0.0700,-162.4961,-162.8477,161.8336,162.1866
0.0800,-162.5274,-162.8468,161.8980,162.2186
0.0900,-162.5611,-162.8508,161.9636,162.2544
0.1000,-162.5970,-162.8591,162.0303,162.2934
0.1100,-162.6348,-162.8714,162.0977,162.3352
0.1200,-162.6743,-162.8874,162.1658,162.3796
0.1300,-162.7153,-162.9066,162.2342,162.4262
0.1400,-162.7575,-162.9287,162.3029,162.4747
0.1500,-162.8009,-162.9534,162.3717,162.5248
0.1600,-162.8451,-162.9805,162.4405,162.5763
0.1700,-162.8902,-163.0097,162.5091,162.6290
0.1800,-162.9358,-163.0407,162.5774,162.6827
0.1900,-162.9819,-163.0733,162.6453,162.7370
0.2000,-163.0284,-163.1073,162.7127,162.7920
0.2100,-163.0751,-163.1425,162.7796,162.8474
0.2200,-163.1220,-163.1788,162.8458,162.9030
0.2300,-163.1688,-163.2159,162.9113,162.9587
0.2400,-163.2157,-163.2538,162.9759,163.0144
0.2500,-163.2623,-163.2922,163.0398,163.0700
0.2600,-163.3088,-163.3310,163.1027,163.1254
0.2700,-163.3549,-163.3702,163.1647,163.1804
0.2800,-163.4007,-163.4097,163.2257,163.2350
0.2900,-163.4461,-163.4492,163.2856,163.2892
0.3000,-163.4910,-163.4887,163.3445,163.3427
0.3100,-163.5354,-163.5282,163.4023,163.3956
0.3200,-163.5792,-163.5675,163.4590,163.4478
0.3300,-163.6224,-163.6066,163.5145,163.4992
0.3400,-163.6649,-163.6454,163.5688,163.5499
0.3500,-163.7068,-163.6839,163.6220,163.5997
0.3600,-163.7479,-163.7220,163.6740,163.6486
0.3700,-163.7883,-163.7596,163.7248,163.6965
0.3800,-163.8279,-163.7967,163.7743,163.7436
0.3900,-163.8667,-163.8332,163.8226,163.7896
0.4000,-163.9047,-163.8692,163.8697,163.8347
0.4100,-163.9419,-163.9045,163.9156,163.8787
0.4200,-163.9782,-163.9392,163.9602,163.9217
0.4300,-164.0137,-163.9732,164.0036,163.9636
0.4400,-164.0483,-164.0064,164.0457,164.0044
0.4500,-164.0820,-164.0390,164.0866,164.0442
0.4600,-164.1147,-164.0707,164.1263,164.0828
0.4700,-164.1466,-164.1017,164.1647,164.1204
0.4800,-164.1776,-164.1319,164.2020,164.1568
0.4900,-164.2076,-164.1613,164.2379,164.1922
0.5000,-164.2367,-164.1899,164.2727,164.2264
0.5100,-164.2649,-164.2176,164.3063,164.2595
0.5200,-164.2921,-164.2444,164.3386,164.2915
0.5300,-164.3184,-164.2705,164.3698,164.3224
0.5400,-164.3437,-164.2956,164.3998,164.3521
0.5500,-164.3682,-164.3199,164.4286,164.3808
0.5600,-164.3916,-164.3433,164.4562,164.4083
0.5700,-164.4142,-164.3658,164.4827,164.4347
0.5800,-164.4358,-164.3874,164.5080,164.4601
0.5900,-164.4564,-164.4082,164.5321,164.4843
0.6000,-164.4762,-164.4280,164.5552,164.5074
0.6100,-164.4950,-164.4470,164.5771,164.5295
0.6200,-164.5128,-164.4650,164.5979,164.5505
0.6300,-164.5298,-164.4822,164.6176,164.5704
0.6400,-164.5458,-164.4985,164.6362,164.5893
0.6500,-164.5609,-164.5139,164.6538,164.6071
0.6600,-164.5751,-164.5284,164.6702,164.6238
0.6700,-164.5884,-164.5420,164.6856,164.6396
0.6800,-164.6008,-164.5547,164.7000,164.6543
0.6900,-164.6122,-164.5666,164.7133,164.6680
0.7000,-164.6228,-164.5776,164.7256,164.6806
0.7100,-164.6325,-164.5877,164.7369,164.6923
0.7200,-164.6414,-164.5969,164.7472,164.7030
0.7300,-164.6493,-164.6053,164.7564,164.7127
0.7400,-164.6564,-164.6128,164.7647,164.7214
0.7500,-164.6626,-164.6195,164.7721,164.7291
0.7600,-164.6680,-164.6253,164.7784,164.7359
0.7700,-164.6725,-164.6302,164.7838,164.7418
0.7800,-164.6761,-164.6344,164.7883,164.7467
0.7900,-164.6790,-164.6377,164.7918,164.7507
0.8000,-164.6810,-164.6401,164.7944,164.7538
0.8100,-164.6821,-164.6418,164.7962,164.7560
0.8200,-164.6825,-164.6426,164.7970,164.7572
0.8300,-164.6820,-164.6426,164.7969,164.7576
0.8400,-164.6808,-164.6419,164.7959,164.7571
0.8500,-164.6787,-164.6403,164.7941,164.7558
0.8600,-164.6759,-164.6379,164.7914,164.7536
0.8700,-164.6722,-164.6348,164.7879,164.7505
0.8800,-164.6678,-164.6308,164.7835,164.7466
0.8900,-164.6626,-164.6261,164.7783,164.7418
0.9000,-164.6567,-164.6207,164.7722,164.7363
0.9100,-164.6500,-164.6144,164.7654,164.7299
0.9200,-164.6425,-164.6075,164.7577,164.7227
0.9300,-164.6343,-164.5997,164.7493,164.7147
0.9400,-164.6254,-164.5912,164.7400,164.7059
0.9500,-164.6157,-164.5820,164.7300,164.6964
0.9600,-164.6053,-164.5721,164.7192,164.6861
0.9700,-164.5942,-164.5615,164.7077,164.6750
0.9800,-164.5824,-164.5501,164.6954,164.6631
0.9900,-164.5698,-164.5380,164.6824,164.6506
1.0000,-164.5566,-164.5252,164.6686,164.6372
1.0100,-164.5427,-164.5118,164.6541,164.6232
1.0200,-164.5281,-164.4976,164.6389,164.6084
1.0300,-164.5128,-164.4827,164.6230,164.5929
1.0400,-164.4968,-164.4672,164.6064,164.5767
1.0500,-164.4802,-164.4510,164.5891,164.5598
1.0600,-164.4629,-164.4342,164.5711,164.5423
1.0700,-164.4450,-164.4166,164.5524,164.5240
1.0800,-164.4264,-164.3985,164.5330,164.5051
1.0900,-164.4072,-164.3797,164.5130,164.4855
1.1000,-164.3873,-164.3602,164.4924,164.4652
1.1100,-164.3668,-164.3401,164.4711,164.4443
1.1200,-164.3457,-164.3194,164.4491,164.4227
1.1300,-164.3239,-164.2980,164.4265,164.4005
1.1400,-164.3016,-164.2761,164.4033,164.3777
1.1500,-164.2786,-164.2535,164.3794,164.3542
1.1600,-164.2551,-164.2303,164.3550,164.3302
1.1700,-164.2309,-164.2066,164.3299,164.3055
1.1800,-164.2062,-164.1822,164.3043,164.2802
1.1900,-164.1809,-164.1573,164.2780,164.2543
1.2000,-164.1550,-164.1317,164.2512,164.2278
1.2100,-164.1285,-164.1056,164.2238,164.2007
1.2200,-164.1015,-164.0789,164.1958,164.1731
1.2300,-164.0739,-164.0517,164.1672,164.1449
1.2400,-164.0457,-164.0239,164.1381,164.1161
1.2500,-164.0170,-163.9955,164.1084,164.0867
1.2600,-163.9878,-163.9666,164.0781,164.0568
1.2700,-163.9580,-163.9371,164.0474,164.0264
1.2800,-163.9277,-163.9072,164.0160,163.9954
1.2900,-163.8968,-163.8766,163.9842,163.9639
1.3000,-163.8654,-163.8456,163.9518,163.9318
1.3100,-163.8335,-163.8140,163.9189,163.8992
1.3200,-163.8011,-163.7819,163.8855,163.8661
