0.00000000,40.00000000,0.00000000,0.00979412,0.00000000
0.00100000,40.40000000,0.00000000,0.00979412,0.00000000
0.00200000,40.79900000,0.00000000,0.00979412,0.00000000
0.00300000,41.19700250,0.00000000,0.00979412,0.00000000
0.00400000,41.59400999,0.00000000,0.00979412,0.00000000
0.00500000,41.99002497,0.00000000,0.00979411,0.00000000
0.00600000,42.38504991,0.00000000,0.00979411,0.00000000
0.00700000,42.77908728,0.00000000,0.00979410,0.00000000
0.00800000,43.17213956,0.00000000,0.00979410,0.00000000
0.00900000,43.56420921,0.00000000,0.00979409,0.00000000
0.01000000,43.95529869,0.00000000,0.00979408,0.00000000
0.01100000,44.34541044,0.00000000,0.00979408,0.00000000
0.01200000,44.73454692,0.00000000,0.00979407,0.00000000
0.01300000,45.12271055,0.00000000,0.00979406,0.00000000
0.01400000,45.50990377,0.00000000,0.00979406,0.00000000
0.01500000,45.89612902,0.00000000,0.00979405,0.00000000
0.01600000,46.28138869,0.00000000,0.00979405,0.00000000
0.01700000,46.66568522,0.00000000,0.00979404,0.00000000
0.01800000,47.04902101,0.00000000,0.00979404,0.00000000
0.01900000,47.43139846,0.00000000,0.00979404,0.00000000
0.02000000,47.81281996,0.00000000,0.00979404,0.00000000
0.02100000,48.19328791,0.00000000,0.00979404,0.00000000
0.02200000,48.57280469,0.00000000,0.00979404,0.00000000
0.02300000,48.95137268,0.00000000,0.00979405,0.00000000
0.02400000,49.32899425,0.00000000,0.00979405,0.00000000
0.02500000,49.70567176,0.00000000,0.00979406,0.00000000
0.02600000,50.08140758,0.00000000,0.00979407,0.00000000
0.02700000,50.45620406,0.00000000,0.00979408,0.00000000
0.02800000,50.83006355,0.00000000,0.00979409,0.00000000
0.02900000,51.20298839,0.00000000,0.00979411,0.00000000
0.03000000,51.57498092,0.00000000,0.00979413,0.00000000
0.03100000,51.94604347,0.00000000,0.00979415,0.00000000
0.03200000,52.31617836,0.00000000,0.00979417,0.00000000
0.03300000,52.68538792,0.00000000,0.00979420,0.00000000
0.03400000,53.05367445,0.00000000,0.00979423,0.00000000
0.03500000,53.42104026,0.00000000,0.00979426,0.00000000
0.03600000,53.78748766,0.00000000,0.00979430,0.00000000
0.03700000,54.15301894,0.00000000,0.00979434,0.00000000
0.03800000,54.51763639,0.00000000,0.00979438,0.00000000
0.03900000,54.88134230,0.00000000,0.00979443,0.00000000
0.04000000,55.24413895,0.00000000,0.00979448,0.00000000
0.04100000,55.60602860,0.00000000,0.00979453,0.00000000
0.04200000,55.96701353,0.00000000,0.00979459,0.00000000
0.04300000,56.32709599,0.00000000,0.00979465,0.00000000
0.04400000,56.68627825,0.00000000,0.00979472,0.00000000
