0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.70710678,0.70710678,0.00000000
0.01000000,0.00000000,0.10000000,-0.00000000,0.00000000,0.70710678,0.70710678,0.00000000
0.02000000,0.00000000,0.20015058,-0.00098550,-0.00000516,0.70710678,0.70710678,0.00000516
0.03000000,0.00000000,0.30049383,-0.00294441,-0.00001524,0.70710678,0.70710678,0.00001524
0.04000000,0.00000000,0.40107507,-0.00586472,-0.00003000,0.70710678,0.70710678,0.00003000
0.05000000,0.00000000,0.50194250,-0.00973447,-0.00004923,0.70710678,0.70710678,0.00004923
0.06000000,0.00000000,0.60314696,-0.01454173,-0.00007271,0.70710678,0.70710678,0.00007271
0.07000000,0.00000000,0.70474164,-0.02027462,-0.00010023,0.70710677,0.70710677,0.00010023
0.08000000,0.00000000,0.80678186,-0.02692119,-0.00013161,0.70710677,0.70710677,0.00013161
0.09000000,0.00000000,0.90932478,-0.03446950,-0.00016666,0.70710676,0.70710676,0.00016666
0.10000000,0.00000000,1.01242926,-0.04290755,-0.00020519,0.70710675,0.70710675,0.00020519
0.11000000,0.00000000,1.11615558,-0.05222325,-0.00024705,0.70710674,0.70710674,0.00024705
0.12000000,0.00000000,1.22056529,-0.06240443,-0.00029207,0.70710672,0.70710672,0.00029207
0.13000000,0.00000000,1.32572102,-0.07343878,-0.00034009,0.70710670,0.70710670,0.00034009
0.14000000,0.00000000,1.43168631,-0.08531389,-0.00039098,0.70710667,0.70710667,0.00039098
0.15000000,0.00000000,1.53852545,-0.09801715,-0.00044460,0.70710664,0.70710664,0.00044460
0.16000000,0.00000000,1.64630331,-0.11153584,-0.00050080,0.70710660,0.70710660,0.00050080
0.17000000,0.00000000,1.75508523,-0.12585699,-0.00055948,0.70710656,0.70710656,0.00055948
0.18000000,0.00000000,1.86493691,-0.14096748,-0.00062052,0.70710651,0.70710651,0.00062052
0.19000000,0.00000000,1.97592422,-0.15685394,-0.00068380,0.70710645,0.70710645,0.00068380
0.20000000,0.00000000,2.08811314,-0.17350281,-0.00074922,0.70710638,0.70710638,0.00074922
0.21000000,0.00000000,2.20156965,-0.19090026,-0.00081669,0.70710631,0.70710631,0.00081669
0.22000000,0.00000000,2.31635960,-0.20903223,-0.00088611,0.70710623,0.70710623,0.00088611
0.23000000,0.00000000,2.43254867,-0.22788442,-0.00095742,0.70710613,0.70710613,0.00095742
0.24000000,0.00000000,2.55020222,-0.24744224,-0.00103052,0.70710603,0.70710603,0.00103052
0.25000000,0.00000000,2.66938527,-0.26769085,-0.00110535,0.70710592,0.70710592,0.00110535
0.26000000,0.00000000,2.79016240,-0.28861516,-0.00118186,0.70710579,0.70710579,0.00118186
0.27000000,0.00000000,2.91259766,-0.31019978,-0.00125998,0.70710566,0.70710566,0.00125998
0.28000000,0.00000000,3.03675456,-0.33242907,-0.00133967,0.70710551,0.70710551,0.00133967
0.29000000,0.00000000,3.16269596,-0.35528709,-0.00142089,0.70710535,0.70710535,0.00142089
0.30000000,0.00000000,3.29048405,-0.37875765,-0.00150360,0.70710518,0.70710518,0.00150360
0.31000000,0.00000000,3.42018028,-0.40282430,-0.00158779,0.70710500,0.70710500,0.00158779
0.32000000,0.00000000,3.55184532,-0.42747031,-0.00167343,0.70710480,0.70710480,0.00167343
0.33000000,0.00000000,3.68553905,-0.45267868,-0.00176052,0.70710459,0.70710459,0.00176052
0.34000000,0.00000000,3.82132044,-0.47843217,-0.00184905,0.70710436,0.70710436,0.00184905
0.35000000,0.00000000,3.95924763,-0.50471330,-0.00193904,0.70710412,0.70710412,0.00193904
0.36000000,0.00000000,4.09937778,-0.53150433,-0.00203049,0.70710387,0.70710387,0.00203049
0.37000000,0.00000000,4.24176713,-0.55878730,-0.00212343,0.70710359,0.70710359,0.00212343
0.38000000,0.00000000,4.38647094,-0.58654403,-0.00221789,0.70710330,0.70710330,0.00221789
0.39000000,0.00000000,4.53354346,-0.61475613,-0.00231392,0.70710300,0.70710300,0.00231392
0.40000000,0.00000000,4.68303793,-0.64340498,-0.00241157,0.70710267,0.70710267,0.00241157
0.41000000,0.00000000,4.83500653,-0.67247182,-0.00251089,0.70710232,0.70710232,0.00251089
0.42000000,0.00000000,4.98950042,-0.70193767,-0.00261196,0.70710196,0.70710196,0.00261196
0.43000000,0.00000000,5.14656966,-0.73178341,-0.00271485,0.70710157,0.70710157,0.00271485
0.44000000,0.00000000,5.30626324,-0.76198975,-0.00281966,0.70710116,0.70710116,0.00281966
0.45000000,0.00000000,5.46862908,-0.79253728,-0.00292647,0.70710073,0.70710073,0.00292647
0.46000000,0.00000000,5.63371396,-0.82340645,-0.00303541,0.70710027,0.70710027,0.00303541
0.47000000,0.00000000,5.80156360,-0.85457760,-0.00314657,0.70709978,0.70709978,0.00314657
0.48000000,0.00000000,5.97222258,-0.88603099,-0.00326010,0.70709927,0.70709927,0.00326010
0.49000000,0.00000000,6.14573439,-0.91774678,-0.00337613,0.70709872,0.70709872,0.00337613
0.50000000,0.00000000,6.32214141,-0.94970505,-0.00349479,0.70709814,0.70709814,0.00349479
0.51000000,0.00000000,6.50148487,-0.98188585,-0.00361626,0.70709753,0.70709753,0.00361626
0.52000000,0.00000000,6.68380494,-1.01426918,-0.00374069,0.70709689,0.70709689,0.00374069
0.53000000,0.00000000,6.86914064,-1.04683500,-0.00386826,0.70709620,0.70709620,0.00386826
0.54000000,0.00000000,7.05752989,-1.07956326,-0.00399914,0.70709547,0.70709547,0.00399914
0.55000000,0.00000000,7.24900953,-1.11243391,-0.00413354,0.70709470,0.70709470,0.00413354
0.56000000,0.00000000,7.44361527,-1.14542691,-0.00427164,0.70709388,0.70709388,0.00427164
